record_date,farm_id,animal_id,breed,age_years,lactation_number,days_in_milk,previous_mastitis_history,vaccinated,chronic_disease_flag,latitude,longitude,environment_area,ambient_temperature_c,relative_humidity_pct,temperature_humidity_index,surface_moisture_pct,hygiene_score_0_100,ventilation_score_0_100,manure_contamination_score_0_100,teat_cleanliness_score_0_100,milking_hygiene_score_0_100,post_milking_teat_dip,milking_interval_h,feed_intake_kg_day,water_intake_l_day,environment_total_mastitis_pathogen_load_log10,S_aureus_load_log10_cfu_equiv,S_uberis_load_log10_cfu_equiv,E_coli_load_log10_cfu_equiv,K_pneumoniae_load_log10_cfu_equiv,S_agalactiae_load_log10_cfu_equiv,dominant_environment_pathogen,dominant_pathogen_relative_abundance_pct,milk_yield_kg_day,milk_scc_cells_per_ml,milk_conductivity_mS_cm,milk_pH,milk_temperature_c,milk_fat_pct,milk_protein_pct,milk_lactose_pct,cmt_score_0_3,body_temperature_c,udder_surface_temperature_c,activity_score,rumination_min_day,blood_wbc_10e9_per_l,clinical_mastitis_now,synthetic_risk_score_pct,mastitis_risk_category,mastitis_in_next_7d,mastitis_in_next_14d,days_to_synthetic_event
2026-01-30,F01,145,Murrah_buffalo,7.0,1,49,0,1,0,10.33641,77.76184,pasture,27.95,69.16,78.13,32.65,88.65,79.37,20.35,87.49,100.0,0,8.31,6.68,46.44,5.352,4.111,4.93,4.736,4.73,4.274,S_uberis,37.82,6.77,120628,4.07,6.639,37.01,3.93,2.97,4.56,0,38.49,34.0,94.4,457.1,9.39,0,11.13,No_Risk,0,0,
2026-01-31,F01,145,Murrah_buffalo,7.0,1,50,0,1,0,10.33641,77.76184,pasture,31.07,72.45,83.34,30.39,76.86,84.39,2.45,65.24,88.47,1,6.43,7.35,51.71,5.025,3.71,4.399,4.702,4.221,3.935,E_coli,47.59,6.75,71376,4.165,6.688,36.76,4.09,3.14,4.82,0,38.5,34.16,90.5,452.6,8.76,0,7.99,No_Risk,0,0,
2026-02-01,F01,145,Murrah_buffalo,7.0,1,51,0,1,0,10.33641,77.76184,traffic_lane,29.93,67.79,80.87,16.14,57.02,81.5,24.46,51.38,89.27,0,7.49,7.37,43.2,4.885,4.276,4.309,4.421,3.699,3.793,E_coli,34.31,5.78,66292,3.986,6.62,37.18,4.09,3.2,4.87,0,38.6,34.21,85.7,486.7,8.55,0,9.73,No_Risk,0,0,
2026-02-02,F01,145,Murrah_buffalo,7.0,1,52,0,1,0,10.33641,77.76184,milking_parlor,28.81,70.17,79.56,26.61,79.8,64.79,15.06,78.05,85.3,1,6.33,8.94,59.78,5.143,4.343,4.326,4.502,4.159,4.694,S_agalactiae,35.58,6.68,88090,4.041,6.667,37.01,3.88,3.19,4.82,1,38.24,34.38,98.1,519.0,8.23,0,7.75,No_Risk,0,0,
2026-02-03,F01,145,Murrah_buffalo,7.0,1,53,0,1,0,10.33641,77.76184,water_trough,25.72,80.58,76.09,61.58,64.79,63.04,48.11,85.27,74.0,1,7.03,6.04,51.89,6.209,4.843,4.885,5.613,6.021,4.049,K_pneumoniae,64.88,6.39,77407,4.046,6.585,37.0,3.55,2.99,4.61,0,38.57,34.15,85.3,466.9,8.72,0,50.64,Moderate,0,0,
2026-02-04,F01,145,Murrah_buffalo,7.0,1,54,0,1,0,10.33641,77.76184,feed_area,27.66,59.77,76.45,22.06,70.84,84.18,30.53,71.27,76.63,1,8.54,6.64,53.78,4.838,4.025,3.949,4.372,4.261,3.883,E_coli,34.19,6.68,72020,3.883,6.571,37.08,4.14,3.26,4.93,0,38.27,33.75,122.8,457.2,7.54,0,7.16,No_Risk,0,0,
2026-02-05,F01,145,Murrah_buffalo,7.0,1,55,0,1,0,10.33641,77.76184,external_road,31.14,75.34,83.93,20.68,66.24,80.95,25.96,77.41,93.66,1,6.98,5.87,47.98,4.969,3.888,3.994,4.395,4.637,3.864,K_pneumoniae,46.6,6.64,106573,4.01,6.686,36.88,3.71,3.16,4.75,0,38.45,34.68,102.1,424.7,6.78,0,9.82,No_Risk,0,0,
2026-02-06,F01,145,Murrah_buffalo,7.0,1,56,0,1,0,10.33641,77.76184,feed_area,28.79,74.77,80.2,8.68,77.78,60.11,8.34,86.33,89.39,0,8.57,7.05,54.99,4.62,4.009,3.507,3.72,4.192,3.87,K_pneumoniae,37.37,5.87,49714,4.068,6.617,36.97,3.76,3.43,4.73,0,38.49,34.05,97.2,435.0,8.89,0,4.1,No_Risk,0,0,
2026-02-07,F01,145,Murrah_buffalo,7.0,1,57,0,1,0,10.33641,77.76184,water_trough,26.09,90.45,77.85,60.09,57.82,75.89,46.78,65.37,67.3,1,8.6,8.66,37.89,6.245,4.3,4.875,6.006,5.798,4.24,E_coli,57.81,6.86,138602,3.969,6.665,36.78,3.74,3.17,4.87,0,38.42,34.26,100.7,528.9,7.25,0,55.26,Moderate,0,0,
2026-02-08,F01,145,Murrah_buffalo,7.0,1,58,0,1,0,10.33641,77.76184,feed_area,24.55,73.53,73.5,7.42,69.73,76.24,17.77,69.41,76.62,1,8.0,6.54,41.42,4.512,3.618,3.65,3.93,4.095,3.469,K_pneumoniae,38.28,6.51,103891,4.159,6.63,36.98,3.79,3.28,4.65,0,38.5,33.82,101.1,472.0,7.95,0,5.02,No_Risk,0,0,
2026-02-09,F01,145,Murrah_buffalo,7.0,1,59,0,1,0,10.33641,77.76184,bedding,28.05,84.8,80.42,31.59,58.05,54.75,55.08,53.53,71.86,0,6.34,5.46,48.42,5.868,4.691,5.087,5.219,5.582,4.269,K_pneumoniae,51.82,6.44,172974,4.262,6.678,36.98,3.68,3.28,4.67,0,38.49,33.94,113.4,469.1,6.73,0,39.98,Low,0,0,
2026-01-01,F29,146,Sahiwal,3.6,4,20,1,0,0,8.52927,77.23375,pasture,24.07,64.59,71.9,32.6,77.88,82.08,19.0,73.3,95.33,1,8.11,5.92,48.1,5.167,4.032,4.868,4.262,4.499,4.094,S_uberis,50.27,9.78,173930,3.961,6.582,37.09,4.03,3.27,4.89,0,38.56,34.65,102.8,387.9,7.34,0,13.64,No_Risk,0,0,
2026-01-02,F29,146,Sahiwal,3.6,4,21,1,0,0,8.52927,77.23375,soil,29.02,78.68,81.12,34.59,63.54,68.12,35.48,63.97,75.93,1,8.08,8.26,51.14,5.445,4.288,5.166,4.8,4.61,3.933,S_uberis,52.66,9.78,91384,4.125,6.675,36.98,3.48,3.16,4.85,0,38.6,34.49,95.7,476.8,8.99,0,30.17,Low,0,0,
2026-01-03,F29,146,Sahiwal,3.6,4,22,1,0,0,8.52927,77.23375,bedding,27.9,70.29,78.21,42.6,45.99,77.29,50.61,55.91,66.14,1,8.55,6.25,48.39,6.113,4.717,5.849,5.366,5.445,4.445,S_uberis,54.48,11.21,65676,3.935,6.6,37.04,4.04,3.28,4.96,0,38.52,34.11,93.2,498.0,8.5,0,61.48,Moderate,0,0,
2026-01-04,F29,146,Sahiwal,3.6,4,23,1,0,0,8.52927,77.23375,manure_area,29.03,83.0,81.76,53.79,12.16,58.59,93.94,12.16,43.06,1,9.08,8.05,44.69,6.765,4.729,5.591,6.572,6.211,4.362,E_coli,64.07,10.93,98342,3.942,6.658,36.94,3.74,3.52,4.73,0,38.38,34.28,99.6,499.9,6.68,0,91.17,High,0,0,
2026-01-05,F29,146,Sahiwal,3.6,4,24,1,0,0,8.52927,77.23375,manure_area,27.01,81.63,78.3,47.12,25.3,74.7,95.35,41.67,57.62,1,9.25,7.92,45.25,6.437,4.869,4.907,5.726,6.303,4.595,K_pneumoniae,73.45,10.79,127930,4.161,6.663,37.2,4.05,3.45,4.71,0,38.56,34.01,98.6,438.4,7.55,0,78.2,High,0,0,
2026-01-06,F29,146,Sahiwal,3.6,4,25,1,0,0,8.52927,77.23375,external_road,30.84,60.35,81.0,4.79,77.03,93.67,7.6,70.4,90.44,1,7.73,7.44,51.56,4.426,3.655,3.192,4.02,3.802,3.578,E_coli,39.26,10.44,77059,4.088,6.619,37.23,3.57,3.36,4.66,0,38.58,33.88,95.9,485.1,8.73,0,5.21,No_Risk,0,0,
2026-01-07,F29,146,Sahiwal,3.6,4,26,1,0,0,8.52927,77.23375,traffic_lane,30.81,67.14,82.06,2.24,48.69,70.44,30.9,57.53,84.85,1,7.8,7.01,52.33,4.523,3.633,4.033,3.243,3.953,3.874,S_uberis,32.42,9.59,92706,4.058,6.711,37.11,3.78,2.98,4.79,0,38.46,34.09,97.0,440.5,6.13,0,6.75,No_Risk,0,0,
2026-01-08,F29,146,Sahiwal,3.6,4,27,1,0,0,8.52927,77.23375,bedding,27.55,82.63,79.31,38.25,46.03,50.89,45.12,50.55,73.2,1,7.75,5.52,50.75,5.959,4.461,5.272,5.556,5.473,4.576,E_coli,39.49,10.15,116095,4.138,6.669,36.84,4.13,3.25,4.77,1,38.64,34.23,98.7,458.7,8.02,0,55.96,Moderate,0,0,
2026-01-09,F29,146,Sahiwal,3.6,4,28,1,0,0,8.52927,77.23375,traffic_lane,30.12,69.02,81.35,3.32,48.4,70.43,34.92,38.27,77.66,1,7.57,8.34,55.18,4.645,3.754,4.188,4.081,3.838,3.613,S_uberis,34.94,10.46,165048,4.114,6.638,36.97,3.94,3.26,4.76,0,38.53,33.67,112.2,420.5,4.43,0,10.33,No_Risk,0,0,
2026-01-10,F29,146,Sahiwal,3.6,4,29,1,0,0,8.52927,77.23375,soil,30.03,90.12,84.51,41.6,43.32,52.43,42.44,55.73,80.6,1,8.0,4.88,56.69,5.816,4.608,5.312,5.289,5.273,4.434,S_uberis,31.34,11.07,72519,4.222,6.65,37.29,3.83,3.41,4.84,0,38.51,33.97,94.1,463.3,10.08,0,52.82,Moderate,0,0,
2026-01-11,F29,146,Sahiwal,3.6,4,30,1,0,0,8.52927,77.23375,bedding,32.4,86.99,87.98,22.69,49.53,50.26,28.46,38.92,75.42,1,8.33,7.37,45.51,6.063,4.275,5.148,5.154,5.923,4.182,K_pneumoniae,72.54,10.5,150688,4.065,6.646,36.88,3.72,3.03,4.72,0,38.59,33.99,100.4,469.9,7.63,0,56.57,Moderate,0,0,
2026-01-12,F29,146,Sahiwal,3.6,4,31,1,0,0,8.52927,77.23375,milking_parlor,31.49,79.69,85.21,10.66,84.5,51.02,7.5,84.01,90.33,0,6.47,7.69,56.09,5.05,4.839,3.969,3.611,4.124,4.22,S_aureus,61.45,10.09,78720,3.862,6.735,37.05,3.68,3.25,4.64,1,38.67,33.94,100.6,506.9,8.28,0,6.19,No_Risk,0,0,
2026-01-13,F29,146,Sahiwal,3.6,4,32,1,0,0,8.52927,77.23375,pasture,28.9,78.86,80.96,18.92,75.83,66.42,22.37,100.0,91.23,0,9.09,6.57,43.55,5.173,4.571,4.729,4.068,4.591,3.877,S_uberis,35.96,9.79,202420,3.986,6.704,37.05,3.87,3.29,4.69,1,38.39,33.57,97.6,469.5,9.22,0,13.79,No_Risk,0,0,
2026-01-14,F29,146,Sahiwal,3.6,4,33,1,0,0,8.52927,77.23375,milking_parlor,27.28,73.71,77.71,7.31,72.26,62.82,14.47,80.12,99.56,1,8.4,6.96,46.91,4.555,3.836,3.466,4.05,3.948,3.777,E_coli,31.27,10.65,75548,4.194,6.58,37.13,3.63,3.12,4.7,0,38.44,33.7,93.9,498.0,10.01,0,4.29,No_Risk,0,0,
2026-01-15,F29,146,Sahiwal,3.6,4,34,1,0,0,8.52927,77.23375,water_trough,28.23,90.28,81.46,52.38,60.79,58.51,41.77,50.45,83.55,1,9.03,5.43,34.39,6.488,4.236,5.304,5.659,6.371,4.71,K_pneumoniae,76.38,10.26,166948,4.091,6.616,37.16,3.6,3.33,4.82,0,38.55,33.73,98.1,428.7,7.38,0,51.71,Moderate,0,0,
2026-01-16,F29,146,Sahiwal,3.6,4,35,1,0,0,8.52927,77.23375,soil,26.06,63.67,74.68,21.1,61.16,73.67,24.32,54.9,73.73,1,4.5,7.38,33.98,5.13,4.087,4.777,3.929,4.614,4.119,S_uberis,44.42,9.34,109630,4.2,6.639,37.06,3.53,3.24,4.87,0,38.52,34.26,110.5,468.9,5.94,0,15.63,No_Risk,0,0,
2026-01-17,F29,146,Sahiwal,3.6,4,36,1,0,0,8.52927,77.23375,pasture,32.51,78.23,86.57,24.15,62.34,69.82,44.28,57.27,67.14,1,9.2,7.13,55.62,5.174,4.209,4.752,4.491,4.486,4.171,S_uberis,37.93,10.1,53893,4.102,6.645,37.07,3.59,3.33,4.66,0,38.63,34.14,104.3,481.5,8.24,0,23.28,Low,0,0,
2026-01-18,F29,146,Sahiwal,3.6,4,37,1,0,0,8.52927,77.23375,bedding,27.47,85.71,79.57,18.02,55.01,75.34,35.93,35.21,87.3,0,7.8,6.69,57.07,5.589,4.84,4.859,4.93,5.186,3.908,K_pneumoniae,39.51,10.11,68977,3.998,6.603,37.17,3.74,3.28,4.66,0,38.49,34.01,99.7,430.4,8.03,0,44.29,Low,0,0,
2026-01-19,F29,146,Sahiwal,3.6,4,38,1,0,0,8.52927,77.23375,pasture,29.91,74.78,81.92,10.21,88.49,61.99,8.76,78.87,94.22,1,10.7,6.29,47.79,4.76,3.829,4.402,3.78,4.232,3.389,S_uberis,43.86,9.51,87033,4.245,6.684,36.97,3.66,3.22,4.75,0,38.62,34.09,104.4,473.8,7.45,0,5.15,No_Risk,0,0,
2026-01-20,F29,146,Sahiwal,3.6,4,39,1,0,0,8.52927,77.23375,bedding,30.76,83.64,84.69,42.87,73.2,72.58,27.7,80.6,79.23,1,7.95,7.73,47.36,5.908,4.329,5.512,5.398,5.264,4.471,S_uberis,40.15,9.29,62074,3.992,6.627,37.03,3.68,3.16,4.94,1,38.38,34.29,92.4,482.5,8.82,0,33.97,Low,0,0,
2026-01-21,F29,146,Sahiwal,3.6,4,40,1,0,0,8.52927,77.23375,traffic_lane,26.21,70.75,75.72,10.02,46.52,74.11,33.41,55.92,83.21,1,6.99,6.3,46.66,5.223,3.864,5.036,4.365,4.266,3.981,S_uberis,65.0,10.58,117258,3.917,6.666,36.91,3.87,3.05,4.83,0,38.51,33.49,95.8,475.7,8.57,0,23.65,Low,0,0,
2026-01-22,F29,146,Sahiwal,3.6,4,41,1,0,0,8.52927,77.23375,external_waste_area,32.29,72.3,85.17,41.62,14.2,53.05,94.29,43.6,53.14,0,8.21,6.97,66.92,6.893,4.885,5.336,5.862,6.832,3.942,K_pneumoniae,86.83,9.34,124763,4.099,6.651,36.92,3.58,3.19,4.84,1,38.6,34.93,110.4,411.8,7.49,0,89.01,High,0,0,
2026-01-23,F29,146,Sahiwal,3.6,4,42,1,0,0,8.52927,77.23375,water_trough,31.09,80.15,84.65,60.54,47.9,57.9,64.02,52.81,50.01,1,6.62,6.68,50.71,6.658,4.543,5.065,6.543,5.949,4.182,E_coli,76.82,9.47,176020,4.279,6.673,37.22,3.58,3.22,4.75,0,38.51,33.97,106.2,460.8,7.75,0,74.08,High,0,0,
2026-01-24,F29,146,Sahiwal,3.6,4,43,1,0,0,8.52927,77.23375,bedding,30.68,70.92,82.48,43.92,56.69,73.55,40.15,58.35,64.78,1,7.06,7.01,49.88,6.182,4.633,5.659,5.756,5.616,4.585,E_coli,37.52,10.44,102232,3.906,6.656,36.86,3.64,3.0,4.67,1,38.49,33.75,85.0,473.9,8.25,0,66.22,Moderate,0,0,
2026-01-25,F29,146,Sahiwal,3.6,4,44,1,0,0,8.52927,77.23375,bedding,32.09,75.03,85.35,31.22,51.33,61.3,34.03,52.53,85.7,1,5.1,7.23,58.67,5.834,4.386,5.029,5.299,5.522,4.297,K_pneumoniae,48.72,9.4,136035,3.857,6.678,36.87,3.86,3.41,4.84,0,38.74,33.77,109.6,440.9,8.14,0,41.87,Low,0,0,
2026-01-26,F29,146,Sahiwal,3.6,4,45,1,0,0,8.52927,77.23375,bedding,25.86,70.19,75.14,49.17,46.18,54.19,58.64,50.65,69.81,1,4.5,7.84,41.2,6.1,4.323,5.489,5.478,5.783,4.332,K_pneumoniae,48.25,10.01,106300,3.986,6.623,36.93,3.92,3.08,4.77,0,38.63,34.31,108.6,510.4,9.29,0,59.34,Moderate,0,0,
2026-01-27,F29,146,Sahiwal,3.6,4,46,1,0,0,8.52927,77.23375,milking_parlor,26.34,62.91,74.98,4.55,89.12,78.75,0.0,73.81,100.0,1,9.55,7.69,47.35,4.246,3.851,3.288,3.242,3.357,3.659,S_aureus,40.26,11.03,140012,4.042,6.673,36.95,3.69,3.15,4.83,0,38.54,33.89,101.2,466.2,8.68,0,1.66,No_Risk,0,0,
2026-01-28,F29,146,Sahiwal,3.6,4,47,1,0,0,8.52927,77.23375,soil,28.63,63.84,78.39,25.42,60.69,82.23,18.07,59.29,71.95,1,5.88,6.63,50.0,5.134,4.015,4.568,4.418,4.696,4.114,K_pneumoniae,36.48,9.85,56109,3.973,6.688,36.71,3.77,3.24,4.81,1,38.58,33.86,109.9,492.6,7.95,0,20.6,Low,0,0,
2026-01-29,F29,146,Sahiwal,3.6,4,48,1,0,0,8.52927,77.23375,milking_parlor,27.82,68.62,77.86,16.29,69.47,68.18,27.57,59.36,92.5,0,7.27,8.66,59.37,5.152,4.863,4.221,4.41,4.159,4.083,S_aureus,51.43,9.16,77818,4.127,6.641,37.14,3.6,3.2,4.8,0,38.55,34.36,90.5,467.0,9.09,0,12.94,No_Risk,0,0,
2026-01-30,F29,146,Sahiwal,3.6,4,49,1,0,0,8.52927,77.23375,pasture,28.9,70.22,79.71,18.92,84.7,83.26,0.0,92.16,94.2,1,8.64,7.32,43.28,4.997,3.789,4.725,4.178,4.273,3.793,S_uberis,53.48,9.86,97910,4.173,6.624,37.05,4.09,3.26,4.79,0,38.39,34.4,103.7,494.9,7.16,0,8.98,No_Risk,0,0,
2026-01-31,F29,146,Sahiwal,3.6,4,50,1,0,0,8.52927,77.23375,traffic_lane,30.99,71.32,83.03,7.79,60.16,77.45,42.19,56.1,74.88,0,10.58,5.13,44.2,4.911,4.45,4.273,3.886,4.384,3.424,S_aureus,34.56,9.93,110370,4.087,6.644,36.98,3.72,3.14,4.8,0,38.38,34.17,88.9,507.1,7.67,0,13.52,No_Risk,0,0,
2026-02-01,F29,146,Sahiwal,3.6,4,51,1,0,0,8.52927,77.23375,feed_area,30.0,70.18,81.35,2.84,74.72,55.35,0.0,68.36,91.67,1,7.97,5.62,60.33,4.353,3.613,3.732,3.797,3.534,3.53,E_coli,27.74,9.68,89982,4.005,6.653,37.14,3.84,3.32,4.94,0,38.3,34.8,113.0,449.9,8.52,0,3.56,No_Risk,0,0,
2026-02-02,F29,146,Sahiwal,3.6,4,52,1,0,0,8.52927,77.23375,traffic_lane,25.0,78.3,74.7,1.0,52.86,68.6,32.4,38.17,75.59,1,8.48,6.0,42.41,4.517,3.798,4.154,3.897,3.498,3.113,S_uberis,43.36,9.25,67442,3.931,6.646,37.06,3.67,3.34,4.56,0,38.61,34.43,85.0,433.5,7.84,0,6.45,No_Risk,0,0,
2026-02-03,F29,146,Sahiwal,3.6,4,53,1,0,0,8.52927,77.23375,traffic_lane,29.96,77.91,82.49,12.26,55.98,58.72,14.18,59.42,81.21,0,7.45,6.4,57.14,5.093,4.552,4.609,4.395,4.277,3.576,S_uberis,32.8,9.78,157158,3.903,6.58,37.46,3.86,3.33,4.61,0,38.57,34.02,102.7,485.3,7.28,0,18.07,No_Risk,0,0,
2026-02-04,F29,146,Sahiwal,3.6,4,54,1,0,0,8.52927,77.23375,manure_area,29.97,72.89,81.72,49.77,9.08,63.32,88.72,0.0,46.97,0,7.53,6.42,50.67,6.499,5.366,5.25,6.104,6.159,4.495,K_pneumoniae,45.7,9.34,129995,3.781,6.594,37.17,3.72,3.39,4.92,0,38.52,34.59,100.8,489.3,8.46,0,89.89,High,0,0,
2026-02-05,F29,146,Sahiwal,3.6,4,55,1,0,0,8.52927,77.23375,milking_parlor,28.06,72.0,78.68,19.7,83.57,72.7,12.54,88.36,85.6,1,8.41,7.38,41.34,4.781,4.373,4.17,3.984,3.746,3.829,S_aureus,39.11,9.91,86132,3.99,6.697,36.93,3.54,3.18,4.74,0,38.24,34.04,103.2,480.7,6.49,0,6.57,No_Risk,0,0,
2026-02-06,F29,146,Sahiwal,3.6,4,56,1,0,0,8.52927,77.23375,manure_area,31.76,77.93,85.33,61.45,22.69,64.55,92.33,20.11,53.42,1,6.93,8.8,58.01,6.726,4.498,5.36,6.235,6.519,4.621,K_pneumoniae,62.04,10.61,68127,4.15,6.666,37.2,3.47,3.15,4.79,0,38.25,33.76,106.3,498.1,7.47,0,89.71,High,0,0,
2026-02-07,F29,146,Sahiwal,3.6,4,57,1,0,0,8.52927,77.23375,manure_area,30.98,76.55,83.88,38.31,16.24,56.75,82.57,0.0,47.79,0,8.31,7.01,54.72,6.257,4.808,4.975,5.636,6.07,4.588,K_pneumoniae,65.14,9.65,135988,3.961,6.674,37.07,3.86,3.32,4.83,1,38.67,34.1,121.3,510.7,5.67,0,81.53,High,0,0,
2026-02-08,F29,146,Sahiwal,3.6,4,58,1,0,0,8.52927,77.23375,water_trough,25.87,76.48,75.86,65.2,56.93,85.72,50.96,61.2,69.02,1,8.38,6.2,58.18,6.54,4.514,4.998,6.22,6.218,4.306,E_coli,47.89,9.5,146629,3.862,6.682,36.69,4.01,3.23,4.71,1,38.69,33.12,105.7,481.6,7.05,0,69.15,Moderate,0,0,
2026-02-09,F29,146,Sahiwal,3.6,4,59,1,0,0,8.52927,77.23375,traffic_lane,30.74,71.76,82.72,9.67,51.73,80.73,34.91,48.83,75.24,1,7.16,4.77,52.1,5.091,4.089,4.654,4.383,4.509,3.981,S_uberis,36.54,9.87,80880,3.877,6.643,37.01,3.59,3.37,4.91,0,38.34,33.93,85.4,434.8,7.91,0,20.84,Low,0,0,
2026-01-01,F13,147,Gir_cross,7.5,3,20,0,1,1,10.98339,79.80476,bedding,30.11,84.29,83.72,31.89,48.9,56.31,51.86,53.02,81.03,1,11.77,5.86,41.91,6.028,4.389,5.235,5.581,5.68,3.99,K_pneumoniae,44.91,10.94,224549,4.309,6.73,36.74,4.08,3.19,4.69,1,38.57,34.08,106.9,455.3,6.63,0,53.93,Moderate,0,0,
2026-01-02,F13,147,Gir_cross,7.5,3,21,0,1,1,10.98339,79.80476,bedding,30.06,75.26,82.23,35.04,53.07,52.48,47.73,61.76,73.38,1,8.08,8.16,54.84,5.714,4.361,5.136,4.935,5.404,4.27,K_pneumoniae,48.97,10.87,229485,4.139,6.713,36.93,3.41,3.35,4.8,1,38.45,33.81,101.2,522.0,8.26,0,42.02,Low,0,0,
2026-01-03,F13,147,Gir_cross,7.5,3,22,0,1,1,10.98339,79.80476,bedding,28.21,74.68,79.28,47.48,57.13,72.55,37.14,62.6,81.89,0,8.93,8.44,46.97,6.312,4.445,5.126,5.94,6.003,4.109,K_pneumoniae,49.05,9.1,101742,4.094,6.666,37.14,4.19,3.05,4.69,0,38.63,33.59,100.5,399.3,8.31,0,56.27,Moderate,0,0,
2026-01-04,F13,147,Gir_cross,7.5,3,23,0,1,1,10.98339,79.80476,manure_area,36.43,87.14,94.74,44.71,23.41,51.24,99.25,21.25,53.37,1,9.96,6.48,48.67,6.079,4.465,5.238,5.642,5.723,4.504,K_pneumoniae,43.97,11.08,223463,4.039,6.627,37.17,3.98,3.36,4.74,0,38.51,34.82,94.7,424.8,8.15,0,72.89,High,0,0,
2026-01-05,F13,147,Gir_cross,7.5,3,24,0,1,1,10.98339,79.80476,pasture,24.73,74.88,73.93,44.28,85.36,71.67,0.0,70.93,85.26,1,8.14,8.02,42.86,5.458,4.169,5.233,4.624,4.615,4.259,S_uberis,59.53,10.42,141166,4.217,6.569,36.99,3.61,3.48,4.87,0,38.63,34.3,107.3,454.6,8.54,0,18.84,No_Risk,0,0,
2026-01-06,F13,147,Gir_cross,7.5,3,25,0,1,1,10.98339,79.80476,feed_area,29.03,80.93,81.46,13.42,44.99,53.14,37.29,52.44,78.09,1,7.94,8.18,41.64,4.758,4.118,3.789,4.162,4.2,3.882,K_pneumoniae,27.65,11.02,89779,4.073,6.611,36.95,3.67,3.16,4.73,0,38.48,34.23,97.6,425.2,7.66,0,17.12,No_Risk,0,0,
2026-01-07,F13,147,Gir_cross,7.5,3,26,0,1,1,10.98339,79.80476,milking_parlor,27.09,74.24,77.5,20.94,68.61,68.84,21.49,74.64,80.4,1,6.68,7.73,40.83,5.201,4.64,4.154,4.501,4.672,4.347,K_pneumoniae,29.6,9.49,99300,4.088,6.615,37.08,3.65,3.14,4.78,0,38.52,33.87,90.8,486.5,8.4,0,15.32,No_Risk,0,0,
2026-01-08,F13,147,Gir_cross,7.5,3,27,0,1,1,10.98339,79.80476,pasture,30.42,65.4,81.22,36.19,74.76,49.21,25.01,85.61,80.63,1,9.61,8.21,37.92,5.521,4.16,5.309,4.773,4.639,4.047,S_uberis,61.35,10.28,82532,3.776,6.618,36.64,3.98,3.19,4.83,0,38.32,33.76,94.3,509.5,7.1,0,23.8,Low,0,0,
2026-01-09,F13,147,Gir_cross,7.5,3,28,0,1,1,10.98339,79.80476,external_waste_area,33.93,70.74,87.36,41.78,17.43,71.97,77.32,13.15,48.17,1,8.38,7.61,56.37,6.384,4.662,4.652,5.717,6.255,4.0,K_pneumoniae,74.3,10.25,115823,3.949,6.664,37.06,3.45,3.47,4.65,0,38.42,34.08,94.1,514.8,8.42,0,75.81,High,0,0,
2026-01-10,F13,147,Gir_cross,7.5,3,29,0,1,1,10.98339,79.80476,soil,28.81,67.17,79.13,21.47,68.15,67.94,11.64,63.43,100.0,1,8.69,5.68,48.79,5.087,3.865,4.647,4.519,4.535,3.519,S_uberis,36.26,10.21,115109,4.036,6.706,37.03,3.81,3.24,4.84,0,38.48,33.71,98.7,494.6,8.4,0,11.96,No_Risk,0,0,
2026-01-11,F13,147,Gir_cross,7.5,3,30,0,1,1,10.98339,79.80476,milking_parlor,27.11,62.39,76.01,5.46,72.17,94.23,9.01,70.17,89.39,0,6.86,7.36,48.89,4.778,4.523,3.676,3.798,3.691,4.03,S_aureus,55.56,9.69,101693,3.831,6.675,37.16,3.43,3.5,4.86,0,38.45,34.18,107.5,433.8,7.5,0,5.55,No_Risk,0,0,
2026-01-12,F13,147,Gir_cross,7.5,3,31,0,1,1,10.98339,79.80476,pasture,29.39,70.36,80.47,25.79,79.77,66.81,15.08,93.62,92.54,1,10.4,9.39,52.81,5.493,3.792,5.344,4.471,4.694,3.701,S_uberis,70.98,9.86,96987,4.062,6.689,36.88,3.49,3.24,4.75,0,38.5,33.82,88.0,430.4,8.72,0,13.74,No_Risk,0,0,
2026-01-13,F13,147,Gir_cross,7.5,3,32,0,1,1,10.98339,79.80476,milking_parlor,27.02,65.9,76.33,1.0,72.13,62.99,3.71,67.8,85.13,1,8.52,7.24,51.9,4.352,3.764,3.044,3.832,3.315,3.825,E_coli,30.26,10.28,70142,4.087,6.752,36.98,3.94,3.25,4.69,0,38.45,34.12,97.6,468.8,9.54,0,4.62,No_Risk,0,0,
2026-01-14,F13,147,Gir_cross,7.5,3,33,0,1,1,10.98339,79.80476,water_trough,30.14,82.57,83.5,58.73,55.27,67.19,52.61,52.67,71.08,0,8.21,7.49,61.12,6.419,5.013,5.322,5.838,6.201,4.484,K_pneumoniae,60.62,10.18,103925,4.035,6.735,36.86,3.8,3.24,4.82,1,38.48,34.68,100.4,432.3,7.85,0,66.46,Moderate,0,0,
2026-01-15,F13,147,Gir_cross,7.5,3,34,0,1,1,10.98339,79.80476,bedding,30.14,78.36,82.85,25.12,71.88,63.34,8.22,55.59,80.95,1,7.22,5.53,45.63,5.818,4.04,5.032,4.889,5.647,4.254,K_pneumoniae,67.45,10.27,90776,3.978,6.644,37.04,3.91,3.13,4.88,0,38.44,34.06,99.7,501.4,10.41,0,29.52,Low,0,0,
