Record_ID,Cow_ID,Data_Source,Record_Type,Day,Days_Before_Index,Breed,Age_Years,Lactation_Number,Parity,Days_In_Milk,Previous_Mastitis_History,Vaccination_Status,Body_Temperature_C,Udder_Temperature_C,Activity_Index,Rumination_Time_min,Feed_Intake_kgDM,Water_Intake_L,Milk_Temperature,Milk_pH,Milk_Conductivity,Somatic_Cell_Count,Milk_Yield,Clotting,Milk_Fat_pct,Milk_Protein_pct,Milk_Lactose_pct,Milk_Solids_pct,Ambient_Temperature_C,Humidity_pct,THI,Hygiene_Score,Bedding_Cleanliness_Score,Milking_Frequency,class1,SCC_Change_3d,SCC_Change_7d,Conductivity_Change_3d,Conductivity_Change_7d,Yield_Change_3d,Yield_Change_7d,Activity_Change_3d,Activity_Change_7d,Rumination_Change_3d,Rumination_Change_7d,Temperature_Change_3d,Temperature_Change_7d
R03508,C0458,Synthetic,Synthetic_History,8,1,Holstein_Friesian,3.5,1,1,280,0,0,38.43,38.59,70.0,464.6,22.64,124.6,36.21,,5.17,124,25.02,,3.33,3.19,4.77,11.86,24.0,58.1,71.2,2,2,2,,,,,,,,,,,,,
R03509,C0458,Synthetic,Synthetic_History,7,2,Holstein_Friesian,3.5,1,1,279,0,0,38.52,39.1,67.9,463.7,21.73,105.9,36.22,,5.35,92,25.37,,3.71,3.26,4.84,12.44,23.8,59.1,71.1,2,2,2,,,,,,,,,,,,,
R03510,C0458,Synthetic,Synthetic_History,6,3,Holstein_Friesian,3.5,1,1,278,0,0,38.65,39.37,57.5,448.6,22.87,122.6,36.04,,5.57,104,26.48,,3.45,3.33,4.55,12.09,24.5,55.7,71.7,2,2,2,,,,,,,,,,,,,
R03511,C0458,Synthetic,Synthetic_History,5,4,Holstein_Friesian,3.5,1,1,277,0,0,38.28,38.57,56.4,455.6,22.11,110.6,36.04,,5.84,121,24.8,,3.63,3.29,4.83,12.37,25.3,57.1,72.9,2,2,2,,,,,,,,,,,,,
R03512,C0458,Synthetic,Synthetic_History,4,5,Holstein_Friesian,3.5,1,1,276,0,0,38.71,39.12,56.6,443.7,21.46,102.0,36.07,,6.01,119,21.51,,3.39,3.23,4.96,12.33,26.5,52.5,74.0,2,2,2,,,,,,,,,,,,,
R03513,C0458,Synthetic,Synthetic_History,3,6,Holstein_Friesian,3.5,1,1,275,0,0,38.58,39.03,68.9,456.5,21.2,105.4,36.25,,6.24,155,22.72,,3.66,3.33,4.74,12.67,26.6,54.4,74.4,2,2,2,,,,,,,,,,,,,
R03514,C0458,Synthetic,Synthetic_History,2,7,Holstein_Friesian,3.5,1,1,274,0,0,38.49,38.63,73.8,469.1,21.53,113.2,36.18,,5.97,137,22.93,,4.03,3.15,4.58,12.68,26.6,56.1,74.6,2,2,2,,,,,,,,,,,,,
R03515,C0459,Synthetic,Synthetic_History,4,1,Sahiwal,5.5,4,4,13,0,1,38.19,38.59,77.9,426.1,14.51,115.9,35.36,,4.66,133,23.5,,3.83,2.83,5.2,12.46,34.9,78.5,90.4,1,3,2,,,,,,,,,,,,,
R03516,C0459,Synthetic,Synthetic_History,3,2,Sahiwal,5.5,4,4,12,0,1,38.67,39.06,80.9,409.2,14.7,116.8,35.27,,4.31,145,25.26,,3.26,3.8,5.0,12.81,35.9,77.5,91.8,1,3,2,,,,,,,,,,,,,
R03517,C0459,Synthetic,Synthetic_History,2,3,Sahiwal,5.5,4,4,11,0,1,38.13,38.78,73.9,388.3,14.48,121.2,34.97,,4.6,177,27.34,,3.43,3.17,5.2,12.51,35.7,78.0,91.6,1,3,2,,,,,,,,,,,,,
R03518,C0459,Synthetic,Synthetic_History,1,4,Sahiwal,5.5,4,4,10,0,1,38.28,38.42,80.8,379.1,14.23,112.1,34.9,,4.44,199,28.32,,4.0,3.03,4.48,12.27,35.7,73.9,90.7,1,3,2,,,,,,,,,,,,,
R03519,C0460,Synthetic,Synthetic_History,23,1,Jersey,5.5,4,4,51,0,0,38.57,38.62,58.7,369.9,13.58,68.6,35.3,,4.14,169,14.15,,3.46,3.07,4.77,11.96,27.1,86.6,79.1,3,1,2,,,,,,,,,,,,,
R03520,C0460,Synthetic,Synthetic_History,22,2,Jersey,5.5,4,4,50,0,0,38.53,39.02,57.9,368.5,14.14,69.2,35.48,,3.99,157,11.45,,3.63,3.24,4.36,11.87,26.6,84.7,78.0,3,1,2,,,,,,,,,,,,,
R03521,C0460,Synthetic,Synthetic_History,21,3,Jersey,5.5,4,4,49,0,0,38.34,38.7,59.6,362.5,14.46,64.0,35.17,,3.81,180,11.59,,3.51,3.43,4.27,11.93,26.6,83.9,78.0,3,1,2,,,,,,,,,,,,,
R03522,C0460,Synthetic,Synthetic_History,20,4,Jersey,5.5,4,4,48,0,0,38.31,38.53,49.0,350.2,16.26,66.6,35.31,,3.87,180,13.92,,3.06,3.45,4.6,12.08,26.7,88.7,78.6,3,1,2,,,,,,,,,,,,,
R03523,C0460,Synthetic,Synthetic_History,19,5,Jersey,5.5,4,4,47,0,0,38.59,39.01,59.0,337.9,15.16,70.9,35.5,,3.96,157,13.14,,3.52,3.39,4.7,12.35,25.5,93.1,77.2,3,1,2,,,,,,,,,,,,,
R03524,C0460,Synthetic,Synthetic_History,18,6,Jersey,5.5,4,4,46,0,0,38.04,38.34,67.9,361.8,14.3,60.1,35.37,,4.41,142,12.85,,2.57,3.47,4.45,11.05,26.2,91.6,78.2,3,1,2,,,,,,,,,,,,,
R03525,C0460,Synthetic,Synthetic_History,17,7,Jersey,5.5,4,4,45,0,0,38.48,38.45,62.7,358.2,15.35,72.9,35.52,,4.14,142,11.85,,3.3,3.0,4.85,11.8,24.8,88.5,75.4,3,1,2,,,,,,,,,,,,,
R03526,C0461,Synthetic,Synthetic_History,28,1,Holstein_Friesian,3.5,3,3,66,0,0,38.57,38.91,64.3,521.1,19.87,99.8,36.37,,4.63,155,22.02,,3.93,3.24,4.58,12.43,19.6,80.0,66.3,1,1,2,,,,,,,,,,,,,
R03527,C0461,Synthetic,Synthetic_History,27,2,Holstein_Friesian,3.5,3,3,65,0,0,38.23,38.65,65.1,568.8,23.97,108.6,36.2,,4.83,119,23.82,,3.96,2.96,4.92,12.47,19.5,77.8,65.9,1,1,2,,,,,,,,,,,,,
R03528,C0461,Synthetic,Synthetic_History,26,3,Holstein_Friesian,3.5,3,3,64,0,0,38.81,39.44,60.0,560.8,21.22,112.9,36.68,,4.89,81,24.52,,3.3,3.1,5.16,12.17,19.4,74.9,65.7,1,1,2,,,,,,,,,,,,,
R03529,C0461,Synthetic,Synthetic_History,25,4,Holstein_Friesian,3.5,3,3,63,0,0,38.59,39.21,61.8,574.5,22.85,117.8,36.49,,5.02,75,24.81,,3.78,3.25,5.08,12.84,19.2,72.5,65.3,1,1,2,,,,,,,,,,,,,
R03530,C0461,Synthetic,Synthetic_History,24,5,Holstein_Friesian,3.5,3,3,62,0,0,38.74,38.99,60.7,572.5,20.66,115.7,36.23,,4.83,69,24.42,,3.54,3.17,4.49,11.97,21.3,76.3,68.7,1,1,2,,,,,,,,,,,,,
R03531,C0461,Synthetic,Synthetic_History,23,6,Holstein_Friesian,3.5,3,3,61,0,0,38.58,38.94,58.0,579.6,23.11,115.8,36.2,,4.48,62,24.89,,3.83,3.19,5.02,12.72,21.0,76.4,68.3,1,1,2,,,,,,,,,,,,,
R03532,C0461,Synthetic,Synthetic_History,22,7,Holstein_Friesian,3.5,3,3,60,0,0,38.81,39.23,57.6,579.7,22.45,123.2,36.38,,4.53,59,24.97,,4.02,3.41,4.63,12.73,20.2,74.9,66.9,1,1,2,,,,,,,,,,,,,
R03533,C0462,Synthetic,Synthetic_History,16,1,Crossbred,2.5,1,1,59,0,1,39.58,40.6,88.3,465.8,15.43,49.0,38.43,,6.26,561,8.7,,3.44,3.29,4.67,12.0,33.7,66.1,86.2,1,3,2,,,,,,,,,,,,,
R03534,C0462,Synthetic,Synthetic_History,15,2,Crossbred,2.5,1,1,58,0,1,39.35,40.36,88.1,506.9,12.44,49.0,38.45,,6.58,609,7.38,,4.43,3.18,4.4,12.72,33.2,60.5,84.4,1,3,2,,,,,,,,,,,,,
R03535,C0462,Synthetic,Synthetic_History,14,3,Crossbred,2.5,1,1,57,0,1,39.07,40.15,99.2,535.2,13.75,43.3,38.63,,6.81,661,6.93,,4.69,3.01,4.61,13.01,33.3,64.7,85.3,1,3,2,,,,,,,,,,,,,
R03536,C0462,Synthetic,Synthetic_History,13,4,Crossbred,2.5,1,1,56,0,1,39.58,40.64,100.0,516.3,15.44,59.1,38.54,,6.84,574,8.11,,3.39,3.31,4.65,12.06,33.6,63.3,85.5,1,3,2,,,,,,,,,,,,,
R03537,C0462,Synthetic,Synthetic_History,12,5,Crossbred,2.5,1,1,55,0,1,39.34,40.34,98.7,529.2,14.61,47.6,38.44,,6.96,433,5.62,,4.1,3.32,4.25,12.55,34.3,65.3,87.0,1,3,2,,,,,,,,,,,,,
R03538,C0462,Synthetic,Synthetic_History,11,6,Crossbred,2.5,1,1,54,0,1,39.51,40.83,100.0,514.4,14.45,46.6,38.62,,7.17,536,5.65,,4.39,2.9,4.79,12.89,32.2,68.0,84.4,1,3,2,,,,,,,,,,,,,
R03539,C0462,Synthetic,Synthetic_History,10,7,Crossbred,2.5,1,1,53,0,1,39.42,40.33,99.9,495.5,13.98,35.0,38.84,,7.19,551,4.86,,3.69,3.32,4.63,12.3,32.9,73.0,86.2,1,3,2,,,,,,,,,,,,,
R03540,C0463,Synthetic,Synthetic_History,13,1,Gir,2.4,2,2,13,0,0,39.23,39.91,57.2,448.0,9.87,36.6,38.59,,6.62,798,8.27,,4.18,3.34,4.82,13.22,27.9,82.6,79.8,2,2,2,,,,,,,,,,,,,
R03541,C0463,Synthetic,Synthetic_History,12,2,Gir,2.4,2,2,12,0,0,39.41,40.46,62.5,394.8,9.52,59.1,38.37,,6.27,877,9.82,,4.68,3.14,4.3,12.84,29.3,82.7,82.2,2,2,2,,,,,,,,,,,,,
R03542,C0463,Synthetic,Synthetic_History,11,3,Gir,2.4,2,2,11,0,0,39.0,39.96,68.2,431.7,11.02,47.5,38.22,,5.98,795,8.83,,4.32,3.09,5.03,13.01,29.2,79.2,81.5,2,2,2,,,,,,,,,,,,,
R03543,C0463,Synthetic,Synthetic_History,10,4,Gir,2.4,2,2,10,0,0,39.21,40.21,60.7,425.1,8.13,44.4,38.14,,5.71,766,9.69,,3.33,3.35,4.71,11.86,29.0,79.8,81.3,2,2,2,,,,,,,,,,,,,
R03544,C0463,Synthetic,Synthetic_History,9,5,Gir,2.4,2,2,9,0,0,39.17,40.31,63.0,485.9,7.96,54.3,38.11,,5.73,724,9.19,,4.34,3.54,4.71,13.43,29.6,75.1,81.5,2,2,2,,,,,,,,,,,,,
R03545,C0463,Synthetic,Synthetic_History,8,6,Gir,2.4,2,2,8,0,0,39.09,39.9,65.2,508.0,10.19,58.3,37.91,,6.07,834,11.26,,3.02,3.43,4.74,12.04,30.5,73.1,82.6,2,2,2,,,,,,,,,,,,,
R03546,C0463,Synthetic,Synthetic_History,7,7,Gir,2.4,2,2,7,0,0,38.94,39.96,65.5,506.5,9.48,61.7,38.04,,5.85,659,12.16,,4.43,3.21,4.81,13.19,30.2,69.8,81.7,2,2,2,,,,,,,,,,,,,
R03547,C0464,Synthetic,Synthetic_History,20,1,Crossbred,4.7,3,3,33,1,1,38.97,39.21,78.8,497.9,14.95,68.2,36.46,,4.37,109,18.21,,4.1,3.71,4.73,13.22,34.2,52.1,84.2,1,4,2,,,,,,,,,,,,,
R03548,C0464,Synthetic,Synthetic_History,19,2,Crossbred,4.7,3,3,32,1,1,38.58,38.98,83.8,462.7,17.18,103.1,36.29,,4.3,135,19.4,,3.68,3.37,4.84,12.61,35.8,50.5,86.0,1,4,2,,,,,,,,,,,,,
R03549,C0464,Synthetic,Synthetic_History,18,3,Crossbred,4.7,3,3,31,1,1,38.69,39.06,96.1,440.9,18.84,95.0,36.37,,4.53,127,19.46,,3.5,3.39,4.69,12.35,35.8,54.3,86.8,1,4,2,,,,,,,,,,,,,
R03550,C0464,Synthetic,Synthetic_History,17,4,Crossbred,4.7,3,3,30,1,1,38.41,38.65,96.1,432.4,16.31,100.1,35.58,,4.52,116,19.02,,2.68,3.47,4.9,11.71,36.0,50.3,86.1,1,4,2,,,,,,,,,,,,,
R03551,C0464,Synthetic,Synthetic_History,16,5,Crossbred,4.7,3,3,29,1,1,38.22,38.51,86.3,429.5,18.3,101.1,35.53,,4.72,105,21.8,,3.62,3.11,5.16,12.59,35.4,52.6,85.9,1,4,2,,,,,,,,,,,,,
R03552,C0464,Synthetic,Synthetic_History,15,6,Crossbred,4.7,3,3,28,1,1,38.5,38.46,90.2,435.3,16.44,93.9,35.55,,4.78,80,21.76,,3.94,2.97,5.06,12.71,35.5,56.1,86.7,1,4,2,,,,,,,,,,,,,
R03553,C0464,Synthetic,Synthetic_History,14,7,Crossbred,4.7,3,3,27,1,1,38.15,38.39,96.1,450.5,16.86,96.2,35.69,,4.96,80,21.74,,3.79,3.23,5.03,12.73,37.8,50.6,88.6,1,4,2,,,,,,,,,,,,,
R03554,C0465,Synthetic,Synthetic_History,2,1,Holstein_Friesian,5.1,4,4,17,0,1,37.88,38.09,88.8,385.2,22.54,101.3,34.87,,4.17,108,21.17,,4.03,3.44,4.62,12.77,30.8,98.0,87.0,1,5,3,,,,,,,,,,,,,
R03555,C0465,Synthetic,Synthetic_History,1,2,Holstein_Friesian,5.1,4,4,16,0,1,38.37,38.65,82.6,365.7,21.19,101.3,34.93,,4.31,112,21.29,,3.79,3.02,5.2,12.79,30.1,98.0,85.8,1,5,3,,,,,,,,,,,,,
R03556,C0466,Synthetic,Synthetic_History,27,1,Jersey,3.1,2,2,49,0,1,38.85,38.98,68.4,500.3,17.46,93.0,35.88,,4.82,65,19.93,,3.83,3.03,4.78,12.48,40.6,71.2,97.6,3,5,2,,,,,,,,,,,,,
R03557,C0466,Synthetic,Synthetic_History,26,2,Jersey,3.1,2,2,48,0,1,38.46,38.68,64.7,468.0,15.56,91.7,35.32,,4.86,53,20.86,,3.58,3.48,5.02,12.68,38.2,72.1,94.3,3,5,2,,,,,,,,,,,,,
R03558,C0466,Synthetic,Synthetic_History,25,3,Jersey,3.1,2,2,47,0,1,38.52,38.82,61.3,458.9,15.6,106.1,35.36,,4.74,49,21.5,,3.27,3.35,4.88,12.3,38.5,73.1,94.9,3,5,2,,,,,,,,,,,,,
R03559,C0466,Synthetic,Synthetic_History,24,4,Jersey,3.1,2,2,46,0,1,38.07,38.42,68.7,481.0,16.65,94.4,35.26,,4.95,51,20.66,,3.65,3.38,4.83,12.54,37.6,73.7,93.6,3,5,2,,,,,,,,,,,,,
R03560,C0466,Synthetic,Synthetic_History,23,5,Jersey,3.1,2,2,45,0,1,38.52,39.18,77.4,507.8,16.24,117.2,35.14,,5.24,40,24.8,,3.87,3.21,5.2,13.02,35.5,73.3,90.4,3,5,2,,,,,,,,,,,,,
R03561,C0466,Synthetic,Synthetic_History,22,6,Jersey,3.1,2,2,44,0,1,38.25,38.76,82.8,519.1,17.35,116.8,35.31,,5.23,40,25.45,,3.11,3.37,4.88,12.04,35.9,71.1,90.5,3,5,2,,,,,,,,,,,,,
R03562,C0466,Synthetic,Synthetic_History,21,7,Jersey,3.1,2,2,43,0,1,38.07,38.08,68.4,517.7,15.15,110.3,35.3,,5.19,38,25.7,,3.74,2.96,4.68,12.15,35.2,70.3,89.3,3,5,2,,,,,,,,,,,,,
R03563,C0468,Synthetic,Synthetic_History,19,1,Gir,5.5,5,5,239,1,0,39.12,40.04,69.7,453.3,10.53,49.4,37.46,,5.6,651,11.18,,3.73,3.25,4.25,11.94,26.7,57.9,75.0,1,2,2,,,,,,,,,,,,,
R03564,C0468,Synthetic,Synthetic_History,18,2,Gir,5.5,5,5,238,1,0,39.11,40.25,78.6,496.0,11.39,58.7,37.74,,5.26,694,11.01,,4.47,3.59,4.77,13.57,25.1,59.4,72.9,1,2,2,,,,,,,,,,,,,
R03565,C0468,Synthetic,Synthetic_History,17,3,Gir,5.5,5,5,237,1,0,39.77,41.0,82.7,522.7,8.9,58.3,37.84,,5.06,503,10.86,,3.99,3.29,4.6,12.72,26.2,60.6,74.6,1,2,2,,,,,,,,,,,,,
R03566,C0468,Synthetic,Synthetic_History,16,4,Gir,5.5,5,5,236,1,0,39.11,40.18,82.1,548.8,9.28,71.1,37.8,,4.84,331,10.35,,2.97,3.47,4.47,11.57,27.1,60.1,75.8,1,2,2,,,,,,,,,,,,,
R03567,C0468,Synthetic,Synthetic_History,15,5,Gir,5.5,5,5,235,1,0,39.37,40.41,80.5,576.4,7.1,59.4,38.02,,4.84,294,11.69,,3.63,3.56,4.62,12.39,25.9,60.0,74.1,1,2,2,,,,,,,,,,,,,
R03568,C0468,Synthetic,Synthetic_History,14,6,Gir,5.5,5,5,234,1,0,39.21,40.17,81.2,604.2,9.87,66.7,37.89,,4.65,321,11.81,,4.26,3.52,4.29,12.88,28.3,60.0,77.5,1,2,2,,,,,,,,,,,,,
R03569,C0468,Synthetic,Synthetic_History,13,7,Gir,5.5,5,5,233,1,0,39.38,40.34,78.5,599.3,9.17,78.1,37.76,,4.22,265,14.18,,4.2,3.54,4.93,13.27,28.8,55.3,77.5,1,2,2,,,,,,,,,,,,,
R03570,C0469,Synthetic,Synthetic_History,28,1,Crossbred,5.6,4,4,186,1,1,38.42,38.83,76.5,396.1,16.58,110.0,36.5,,4.94,175,19.09,,3.54,3.18,4.85,12.15,30.9,68.1,82.4,1,3,2,,,,,,,,,,,,,
R03571,C0469,Synthetic,Synthetic_History,27,2,Crossbred,5.6,4,4,185,1,1,39.03,39.26,70.8,427.3,15.43,98.3,36.74,,5.36,219,19.89,,3.85,3.4,4.89,12.98,30.9,69.7,82.7,1,3,2,,,,,,,,,,,,,
R03572,C0469,Synthetic,Synthetic_History,26,3,Crossbred,5.6,4,4,184,1,1,38.81,39.0,72.0,387.4,15.52,86.9,36.95,,5.57,200,17.84,,3.39,3.14,4.91,12.27,29.4,69.9,80.5,1,3,2,,,,,,,,,,,,,
R03573,C0469,Synthetic,Synthetic_History,25,4,Crossbred,5.6,4,4,183,1,1,38.9,39.26,74.0,369.9,16.87,93.7,36.74,,5.33,147,19.83,,3.73,3.03,4.74,12.14,30.2,72.4,82.1,1,3,2,,,,,,,,,,,,,
R03574,C0469,Synthetic,Synthetic_History,24,5,Crossbred,5.6,4,4,182,1,1,38.71,39.26,71.1,414.3,17.73,83.3,36.91,,4.75,155,18.18,,3.75,3.19,4.84,12.45,29.9,73.5,81.8,1,3,2,,,,,,,,,,,,,
R03575,C0469,Synthetic,Synthetic_History,23,6,Crossbred,5.6,4,4,181,1,1,38.93,39.13,73.3,417.4,16.86,106.4,37.01,,4.7,125,19.04,,4.1,3.44,4.63,12.92,29.8,74.6,81.8,1,3,2,,,,,,,,,,,,,
R03576,C0469,Synthetic,Synthetic_History,22,7,Crossbred,5.6,4,4,180,1,1,38.71,38.88,65.0,389.6,16.04,87.9,36.66,,4.66,147,17.86,,4.06,3.47,4.91,13.09,30.1,72.8,82.0,1,3,2,,,,,,,,,,,,,
R03577,C0470,Synthetic,Synthetic_History,20,1,Holstein_Friesian,7.3,6,6,29,0,0,38.5,38.38,92.1,430.8,20.49,101.1,35.23,,4.49,157,18.59,,3.89,3.25,4.86,12.69,26.5,73.0,76.5,3,3,2,,,,,,,,,,,,,
R03578,C0470,Synthetic,Synthetic_History,19,2,Holstein_Friesian,7.3,6,6,28,0,0,38.32,38.6,92.9,441.3,21.19,97.1,35.08,,4.72,149,20.02,,3.64,3.21,4.78,12.21,26.7,72.2,76.7,3,3,2,,,,,,,,,,,,,
R03579,C0470,Synthetic,Synthetic_History,18,3,Holstein_Friesian,7.3,6,6,27,0,0,38.11,38.58,97.3,485.0,19.26,96.1,35.14,,4.97,130,19.33,,3.74,3.24,4.7,12.42,25.8,68.5,74.9,3,3,2,,,,,,,,,,,,,
R03580,C0470,Synthetic,Synthetic_History,17,4,Holstein_Friesian,7.3,6,6,26,0,0,38.75,38.97,95.9,524.4,24.68,89.5,35.34,,5.17,148,18.28,,3.75,3.08,5.2,12.93,26.4,73.5,76.4,3,3,2,,,,,,,,,,,,,
R03581,C0470,Synthetic,Synthetic_History,16,5,Holstein_Friesian,7.3,6,6,25,0,0,38.28,38.49,97.6,542.7,20.72,94.0,35.85,,4.93,117,17.21,,3.72,3.29,4.76,12.4,26.1,66.4,75.1,3,3,2,,,,,,,,,,,,,
R03582,C0470,Synthetic,Synthetic_History,15,6,Holstein_Friesian,7.3,6,6,24,0,0,38.62,38.68,100.0,565.9,20.92,68.4,36.07,,4.87,101,14.92,,3.77,3.18,4.72,12.35,26.5,64.6,75.5,3,3,2,,,,,,,,,,,,,
R03583,C0470,Synthetic,Synthetic_History,14,7,Holstein_Friesian,7.3,6,6,23,0,0,38.59,39.21,100.0,550.2,19.83,76.7,36.4,,4.99,103,15.68,,3.53,2.84,4.7,11.83,27.4,64.8,76.8,3,3,2,,,,,,,,,,,,,
R03584,C0471,Synthetic,Synthetic_History,22,1,Holstein_Friesian,6.8,6,6,55,0,1,38.46,38.91,83.0,523.0,22.15,106.0,35.71,,4.55,265,21.1,,4.3,3.32,5.06,13.51,31.5,53.9,81.0,1,3,3,,,,,,,,,,,,,
R03585,C0471,Synthetic,Synthetic_History,21,2,Holstein_Friesian,6.8,6,6,54,0,1,38.46,38.92,88.7,487.3,19.77,87.8,35.72,,4.87,206,18.47,,3.79,3.45,4.94,12.91,30.7,55.2,80.1,1,3,3,,,,,,,,,,,,,
R03586,C0471,Synthetic,Synthetic_History,20,3,Holstein_Friesian,6.8,6,6,53,0,1,38.57,38.97,94.6,455.0,20.82,105.0,35.63,,4.68,195,18.58,,3.8,3.03,4.3,11.88,31.1,59.8,81.3,1,3,3,,,,,,,,,,,,,
R03587,C0471,Synthetic,Synthetic_History,19,4,Holstein_Friesian,6.8,6,6,52,0,1,38.27,39.09,88.9,468.4,21.26,99.0,35.23,,4.34,199,18.84,,2.95,2.79,4.67,11.12,31.6,59.9,82.0,1,3,3,,,,,,,,,,,,,
R03588,C0471,Synthetic,Synthetic_History,18,5,Holstein_Friesian,6.8,6,6,51,0,1,38.44,38.65,93.7,495.5,22.94,92.2,35.23,,4.62,200,18.36,,4.36,3.09,5.11,13.14,32.6,60.4,83.5,1,3,3,,,,,,,,,,,,,
R03589,C0471,Synthetic,Synthetic_History,17,6,Holstein_Friesian,6.8,6,6,50,0,1,38.26,38.21,95.3,498.0,21.24,90.4,35.41,,4.43,151,21.02,,3.81,3.13,4.86,12.57,32.0,53.1,81.4,1,3,3,,,,,,,,,,,,,
R03590,C0471,Synthetic,Synthetic_History,16,7,Holstein_Friesian,6.8,6,6,49,0,1,38.35,38.68,93.4,552.1,20.82,112.5,35.73,,4.52,207,22.05,,3.77,3.16,4.7,12.48,33.6,54.8,83.9,1,3,3,,,,,,,,,,,,,
R03591,C0473,Synthetic,Synthetic_History,2,1,Crossbred,7.5,7,7,15,0,0,38.1,38.58,87.8,433.2,17.36,110.2,35.53,,4.39,146,20.45,,4.15,3.5,4.43,12.98,27.6,57.5,76.2,2,1,2,,,,,,,,,,,,,
R03592,C0473,Synthetic,Synthetic_History,1,2,Crossbred,7.5,7,7,14,0,0,38.51,39.4,80.9,441.4,17.01,82.0,35.46,,4.57,143,18.53,,4.11,2.99,4.49,12.12,28.9,56.2,77.8,2,1,2,,,,,,,,,,,,,
R03593,C0474,Synthetic,Synthetic_History,17,1,Crossbred,3.5,2,2,189,1,0,38.54,39.02,56.5,462.8,17.79,105.4,35.02,,4.77,225,21.6,,2.67,3.15,4.63,11.28,27.6,75.4,78.5,2,1,3,,,,,,,,,,,,,
R03594,C0474,Synthetic,Synthetic_History,16,2,Crossbred,3.5,2,2,188,1,0,37.97,38.48,51.2,475.8,18.74,98.3,34.85,,4.51,196,18.84,,3.86,3.43,4.47,12.52,26.0,72.1,75.6,2,1,3,,,,,,,,,,,,,
R03595,C0474,Synthetic,Synthetic_History,15,3,Crossbred,3.5,2,2,187,1,0,38.23,38.37,53.5,487.9,18.43,93.0,34.69,,4.24,214,20.21,,3.97,2.9,4.51,12.06,26.7,74.6,77.0,2,1,3,,,,,,,,,,,,,
R03596,C0474,Synthetic,Synthetic_History,14,4,Crossbred,3.5,2,2,186,1,0,37.95,38.7,43.6,453.4,18.55,96.0,34.52,,4.25,240,20.37,,4.23,3.24,4.83,12.94,28.4,68.4,78.7,2,1,3,,,,,,,,,,,,,
R03597,C0474,Synthetic,Synthetic_History,13,5,Crossbred,3.5,2,2,185,1,0,38.04,38.51,44.6,440.9,16.72,93.6,34.51,,4.57,212,20.15,,3.28,3.35,5.02,12.41,27.1,71.1,77.2,2,1,3,,,,,,,,,,,,,
R03598,C0474,Synthetic,Synthetic_History,12,6,Crossbred,3.5,2,2,184,1,0,38.11,38.57,38.6,436.9,15.72,95.5,34.12,,4.41,166,19.91,,3.86,2.91,4.93,12.35,28.4,76.1,79.9,2,1,3,,,,,,,,,,,,,
R03599,C0474,Synthetic,Synthetic_History,11,7,Crossbred,3.5,2,2,183,1,0,38.31,38.84,37.7,463.2,17.1,101.2,34.36,,4.3,161,21.3,,4.09,3.25,4.77,12.8,29.3,76.2,81.2,2,1,3,,,,,,,,,,,,,
R03600,C0475,Synthetic,Synthetic_History,24,1,Crossbred,6.4,4,4,63,1,0,38.38,38.82,46.0,505.3,17.79,125.4,34.62,,5.06,176,24.94,,2.96,3.33,4.75,11.78,26.2,41.8,72.4,4,1,3,,,,,,,,,,,,,
R03601,C0475,Synthetic,Synthetic_History,23,2,Crossbred,6.4,4,4,62,1,0,38.09,38.16,37.9,523.5,17.68,113.1,34.66,,5.31,192,24.31,,3.65,3.18,4.54,12.15,27.3,43.8,73.9,4,1,3,,,,,,,,,,,,,
R03602,C0475,Synthetic,Synthetic_History,22,3,Crossbred,6.4,4,4,61,1,0,38.32,38.53,20.4,540.8,18.46,115.1,34.78,,5.33,177,26.1,,3.7,3.27,4.99,12.7,26.8,45.3,73.6,4,1,3,,,,,,,,,,,,,
R03603,C0475,Synthetic,Synthetic_History,21,4,Crossbred,6.4,4,4,60,1,0,38.37,38.6,22.8,494.1,18.08,123.9,34.59,,5.41,177,25.49,,4.11,3.01,4.62,12.58,26.9,46.6,73.8,4,1,3,,,,,,,,,,,,,
R03604,C0475,Synthetic,Synthetic_History,20,5,Crossbred,6.4,4,4,59,1,0,38.04,38.2,29.6,508.3,17.56,124.6,34.84,,5.27,172,27.3,,4.8,3.27,4.76,13.59,25.9,46.3,72.6,4,1,3,,,,,,,,,,,,,
R03605,C0475,Synthetic,Synthetic_History,19,6,Crossbred,6.4,4,4,58,1,0,38.31,39.03,35.2,500.3,17.11,129.3,34.82,,4.61,165,28.45,,3.56,3.51,4.55,12.24,26.7,49.2,73.9,4,1,3,,,,,,,,,,,,,
R03606,C0475,Synthetic,Synthetic_History,18,7,Crossbred,6.4,4,4,57,1,0,38.15,38.47,33.5,502.0,18.33,112.6,34.91,,4.11,129,28.9,,3.43,3.74,4.88,12.98,27.3,44.0,74.1,4,1,3,,,,,,,,,,,,,
R03607,C0476,Synthetic,Synthetic_History,9,1,Crossbred,4.6,3,3,35,0,0,39.5,40.64,70.2,498.0,14.76,60.8,38.62,,7.25,733,10.63,,3.94,3.37,4.08,11.95,23.8,57.7,70.9,2,1,2,,,,,,,,,,,,,
R03608,C0476,Synthetic,Synthetic_History,8,2,Crossbred,4.6,3,3,34,0,0,39.51,40.55,83.3,524.2,14.57,58.3,38.22,,6.91,525,11.31,,4.34,3.33,4.33,12.91,24.7,62.6,72.6,2,1,2,,,,,,,,,,,,,
